status_id,tweet_id,created_at,screen_name,text,is_retweet
1419287896708861958,1,2021-07-25T13:26:18Z,Walayat_Family,"Jeff Bezos celebrates first giant Penis launch into space !  

@JeffBezos @amazon @PrimeVideo @blueorigin #BlueOrigin 

https://t.co/0I9gU2ePBq",FALSE
1419283608817127428,2,2021-07-25T13:09:16Z,akhtaralfa,"he can't be an astronaut, why?? @elonmusk  @JeffBezos #astronaut  #BlueOrigin  #SpaceX  #NASASocial https://t.co/WVyQF4N4fl",FALSE
1418959257857298446,3,2021-07-24T15:40:24Z,akhtaralfa,"the hottest news in Indonesia 😅 @elonmusk , #BlueOrigin https://t.co/AVyi5XTiAC",FALSE
1418692307440660486,4,2021-07-23T21:59:38Z,akhtaralfa,"it is too a round on the top. it needs to be pointy.
round is not scary, pointy is scary.
this will put a smile on the faces on the enemy. they will think that it is huge robot dildo flying.
Aladeen theory. @elonmusk #BlueOrigin 😅 https://t.co/l6hsBV0l0M",FALSE
1419278991190593540,5,2021-07-25T12:50:55Z,TheFeelTrip2,"What black people were thinking watching Jeff Bezos go to space!!
•
•
🤣🤣🤣🤣Follow us on TikTok @_thefeeltrip

 #jeffbezos #amazon #blueorigin  #cedrictheentertainer  #steveharvey #kingsofcomedy #cardib #olympics #spacejam #donda #kanyewest #thefeeltrippodcast  #thefeeltrip https://t.co/LZzeqcrP4K",FALSE
1419278666480107523,6,2021-07-25T12:49:37Z,JayPorks,"The latest episode of my podcast is now up on Spotify, Apple Podcasts and SoundCloud! It’s not a replay of last week, but we are talking rich white dudes going to space… again.

🎙 @DyzeInYourHouse - #BlueOrigin 7/24 🎙 

 https://t.co/WB9p5NxYRO",FALSE
1419276368546869250,7,2021-07-25T12:40:29Z,BigCriptoes,I been going to Mars for years bezos and musk are latecomers #musk #spacex #bezos #blueorigin https://t.co/vLcO035foS,FALSE
1419271931568795652,8,2021-07-25T12:22:51Z,DarlingDya,"I know I wasn’t the only one who thought #JeffBezos’ spaceship🚀, looked like a giant ___________. (fill in the blank)
#BlueOrigin #Bezos #Space https://t.co/rPxh5sBT6l",FALSE
1419271304167915520,9,2021-07-25T12:20:22Z,iMadhanKS,"What if UFOs are just billionaires from other planets?

#WhatIf #space #BlueOrigin",FALSE
1419271250283798535,10,2021-07-25T12:20:09Z,TheLastLinda,"Well, I don’t know about the “tronaut” part.

#JeffBezos #BlueOrigin #space https://t.co/uGC8mPvjs7",FALSE
1419266170994139146,11,2021-07-25T11:59:58Z,GeorgeDMobileT1,'Mars Expeditions' a game with real martian terrains. https://t.co/hgKKYBKOm0  #madewithunity #Mars #MarsCuriosity #MarsRover #NASA #RedPlanet #Space #SpaceX #BlueOrigin #virgingalatic    NO2344,FALSE
1418859363603828742,12,2021-07-24T09:03:28Z,GeorgeDMobileT1,'Mars Expeditions' a game with real martian terrains. https://t.co/hgKKYBtdus  #madewithunity #Mars #MarsCuriosity #MarsRover #NASA #RedPlanet #Space #SpaceX #BlueOrigin #virgingalatic    NO1803,FALSE
1418856821297668102,13,2021-07-24T08:53:21Z,GeorgeDMobileT1,'Mars Expeditions' a game with real martian terrains. https://t.co/hgKKYBtdus  #madewithunity #Mars #MarsCuriosity #MarsRover #NASA #RedPlanet #Space #SpaceX #BlueOrigin #virgingalatic    NO1335,FALSE
1418860628031246345,14,2021-07-24T09:08:29Z,GeorgeDMobileT1,'Mars Expeditions' a game with real martian terrains. https://t.co/hgKKYBtdus  #madewithunity #Mars #MarsCuriosity #MarsRover #NASA #RedPlanet #Space #SpaceX #BlueOrigin #virgingalatic    NO358,FALSE
1418543214353469444,15,2021-07-23T12:07:12Z,GeorgeDMobileT1,'Mars Expeditions' a game with real martian terrains. https://t.co/hgKKYBKOm0  #madewithunity #Mars #MarsCuriosity #MarsRover #NASA #RedPlanet #Space #SpaceX #BlueOrigin #virgingalatic    NO3712,FALSE
1418709246951124994,16,2021-07-23T23:06:57Z,GeorgeDMobileT1,'Mars Expeditions' a game with real martian terrains. https://t.co/hgKKYBKOm0  #madewithunity #Mars #MarsCuriosity #MarsRover #NASA #RedPlanet #Space #SpaceX #BlueOrigin #virgingalatic    NO1229,FALSE
1418216062760349705,17,2021-07-22T14:27:13Z,GeorgeDMobileT1,"'Mars Expeditions' a game with real Martian terrains..  https://t.co/hgKKYBKOm0
                 #madewithunity #Mars #MarsCuriosity #MarsRover #NASA #RedPlanet #Space #SpaceX #BlueOrigin #    779",FALSE
1418639700122689548,18,2021-07-23T18:30:36Z,GeorgeDMobileT1,'Mars Expeditions' a game with real martian terrains. https://t.co/hgKKYBKOm0  #madewithunity #Mars #MarsCuriosity #MarsRover #NASA #RedPlanet #Space #SpaceX #BlueOrigin #virgingalatic    NO3825,FALSE
1418662462740566016,19,2021-07-23T20:01:03Z,GeorgeDMobileT1,'Mars Expeditions' a game with real martian terrains. https://t.co/hgKKYBKOm0  #madewithunity #Mars #MarsCuriosity #MarsRover #NASA #RedPlanet #Space #SpaceX #BlueOrigin #virgingalatic    NO355,FALSE
1418677632300847105,20,2021-07-23T21:01:19Z,GeorgeDMobileT1,'Mars Expeditions' a game with real martian terrains. https://t.co/hgKKYBKOm0  #madewithunity #Mars #MarsCuriosity #MarsRover #NASA #RedPlanet #Space #SpaceX #BlueOrigin #virgingalatic    NO2435,FALSE
1418861892706111496,21,2021-07-24T09:13:31Z,GeorgeDMobileT1,'Mars Expeditions' a game with real martian terrains. https://t.co/hgKKYBtdus  #madewithunity #Mars #MarsCuriosity #MarsRover #NASA #RedPlanet #Space #SpaceX #BlueOrigin #virgingalatic    NO1824,FALSE
1418223648654069773,22,2021-07-22T14:57:21Z,GeorgeDMobileT1,"'Mars Expeditions' a game with real Martian terrains..  https://t.co/hgKKYBKOm0
                 #madewithunity #Mars #MarsCuriosity #MarsRover #NASA #RedPlanet #Space #SpaceX #BlueOrigin #    4810",FALSE
1418231234266755072,23,2021-07-22T15:27:30Z,GeorgeDMobileT1,"'Mars Expeditions' a game with real Martian terrains..  https://t.co/hgKKYBKOm0
                 #madewithunity #Mars #MarsCuriosity #MarsRover #NASA #RedPlanet #Space #SpaceX #BlueOrigin #    545",FALSE
1418218591267168260,24,2021-07-22T14:37:16Z,GeorgeDMobileT1,"'Mars Expeditions' a game with real Martian terrains..  https://t.co/hgKKYBKOm0
                 #madewithunity #Mars #MarsCuriosity #MarsRover #NASA #RedPlanet #Space #SpaceX #BlueOrigin #    3918",FALSE
