created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,quoted_status,text,favorited_by,scopes,display_text_width,retweeted_status,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2023-04-07T04:10:16Z,1644190833288028200,1644190833288028161,"No, I will not take the L.

A misplaced acronym and a wrong date don’t invalidate the months of important work nearly a dozen journalists, including @ShellenbergerMD, @bariweiss and myself, put in so that the public could see the breadth of a state censorship program. (1/2) https://t.co/J2xRLZkdD5",FALSE,274,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1.6441874187093279e+18,1644187418709327875,,535,3839,FALSE,FALSE,FALSE,en,,"No, I will not take the L.

A misplaced acronym and a wrong date don’t invalidate the months of important work nearly a dozen journalists, including @ShellenbergerMD, @bariweiss and myself, put in so that the public could see the breadth of a state censorship program. (1/2) https://t.co/J2xRLZkdD5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-07T02:50:37Z,1644170787178307600,1644170787178307594,"The entire point of @mehdirhasan was that ethics required that I criticize Elon Musk on Modi, as if it were a given that I should, if I’m writing about U.S. speech. Meanwhile, he didn’t address MSNBC errors uncovered in the #TwitterFiles, as he grilled me about the TwitterFiles. https://t.co/WuAsNQQkrG",FALSE,279,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1644167071536754700,1644167071536754691,,319,2738,FALSE,FALSE,FALSE,en,,"The entire point of @mehdirhasan was that ethics required that I criticize Elon Musk on Modi, as if it were a given that I should, if I’m writing about U.S. speech. Meanwhile, he didn’t address MSNBC errors uncovered in the #TwitterFiles, as he grilled me about the TwitterFiles. https://t.co/WuAsNQQkrG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-07T02:36:43Z,1644167288264720400,1644167288264720384,"“I never wrote about Hunter Biden, so maybe you should apologize to me.” @mehdirhasan https://t.co/SbipbwwMMs https://t.co/MLJjrbqJso",FALSE,109,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1644145176808419300,1644145176808419330,,1299,8333,FALSE,FALSE,FALSE,en,,"“I never wrote about Hunter Biden, so maybe you should apologize to me.” @mehdirhasan https://t.co/SbipbwwMMs https://t.co/MLJjrbqJso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-07T02:19:02Z,1644162837302898700,1644162837302898690,"We’ve got a video coming out of MSNBC falling for the Hamilton 68 fraud over 100 times, but even that pales in comparison to broader errors about the Steele dossier, the Nunes memo, “more than circumstantial” evidence of collusion, and more: https://t.co/1ZhTj8R4M1 https://t.co/gvp9Fjechx",FALSE,265,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1644160839715283e3,1644160839715282945,,1513,7398,FALSE,FALSE,FALSE,en,,"We’ve got a video coming out of MSNBC falling for the Hamilton 68 fraud over 100 times, but even that pales in comparison to broader errors about the Steele dossier, the Nunes memo, “more than circumstantial” evidence of collusion, and more: https://t.co/1ZhTj8R4M1 https://t.co/gvp9Fjechx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-07T01:59:55Z,1644158027891716e3,1644158027891716100,"“I never said a word about the Hunter Biden story,” says stickler-for-facts @mehdirhasan. But he did: https://t.co/Xqtd7FqNL5 https://t.co/SbipbwwMMs",FALSE,125,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1644145176808419300,1644145176808419330,,1266,6839,FALSE,FALSE,FALSE,en,,"“I never said a word about the Hunter Biden story,” says stickler-for-facts @mehdirhasan. But he did: https://t.co/Xqtd7FqNL5 https://t.co/SbipbwwMMs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-07T01:51:56Z,1644156019608625200,1644156019608625152,As opposed to Malcolm Nance? https://t.co/eBLxM4bcKh,FALSE,28,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1644154870662942700,1644154870662942721,,233,2426,FALSE,FALSE,FALSE,en,,As opposed to Malcolm Nance? https://t.co/eBLxM4bcKh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-07T01:39:25Z,1644152867299680300,1644152867299680263,"Here’s @mehdirhasan justifying a deliberate intelligence deception - that the @nypost Hunter Biden story was Russian disinformation. MSNBC offended twice, reporting it and employing signatories to the infamous intel community open letter, like Jeremy Bash and John Brennan. https://t.co/1BrRPLKJZS https://t.co/wGqiXhD7EH",FALSE,297,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1644150814003417e3,1644150814003417089,,1749,8267,FALSE,FALSE,FALSE,en,,"Here’s @mehdirhasan justifying a deliberate intelligence deception - that the @nypost Hunter Biden story was Russian disinformation. MSNBC offended twice, reporting it and employing signatories to the infamous intel community open letter, like Jeremy Bash and John Brennan. https://t.co/1BrRPLKJZS https://t.co/wGqiXhD7EH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-07T01:25:22Z,164414933263804e4,1644149332638040068,"Regarding the 22 million tweets, here is an explanation from former State Department official and cybersecurity analyst Mike Benz: https://t.co/LGAiyr4Ueu",FALSE,130,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,164411135670929e4,1644111356709289993,,896,2989,FALSE,FALSE,FALSE,en,,"Regarding the 22 million tweets, here is an explanation from former State Department official and cybersecurity analyst Mike Benz: https://t.co/LGAiyr4Ueu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-07T01:12:22Z,1644146060909052e3,1644146060909051907,"Also today: I was given a hard time for saying it was an “honor” to speak to congress. @mehdirhasan said it wouldn’t have been an honor to speak to the House Un-American Affairs Committee, incredible given it was clearly Democrats who acted like HUAC members that day.",FALSE,268,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,633,5158,FALSE,FALSE,NA,en,,"Also today: I was given a hard time for saying it was an “honor” to speak to congress. @mehdirhasan said it wouldn’t have been an honor to speak to the House Un-American Affairs Committee, incredible given it was clearly Democrats who acted like HUAC members that day.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-07T00:46:20Z,1644139508118573e3,1644139508118573061,"I don’t need to address his issue. I’m responsible for the things I write and cover. The “What about Modi”? questions were an attempt to get me to participate in deflecting attention from my own reporting. If he wanted to engage in that material, that’s one thing, but he didn’t. https://t.co/fPFMtLZGAk",FALSE,279,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1644138556003065900,1644138556003065857,,260,2539,FALSE,FALSE,FALSE,en,,"I don’t need to address his issue. I’m responsible for the things I write and cover. The “What about Modi”? questions were an attempt to get me to participate in deflecting attention from my own reporting. If he wanted to engage in that material, that’s one thing, but he didn’t. https://t.co/fPFMtLZGAk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-07T00:35:37Z,1644136813840269300,1644136813840269313,"As every responsible journalist does, I make corrections as soon as I become aware of them and don’t ever delete editors’ notes. Again: unlike the network I was on today, which didn’t have me on for six years, avoiding my many published questions about their Russia reporting. https://t.co/X3EnjdNiRL",FALSE,276,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1644134158862803e3,1644134158862802944,,216,1636,FALSE,FALSE,FALSE,en,,"As every responsible journalist does, I make corrections as soon as I become aware of them and don’t ever delete editors’ notes. Again: unlike the network I was on today, which didn’t have me on for six years, avoiding my many published questions about their Russia reporting. https://t.co/X3EnjdNiRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-07T00:21:55Z,1644133365329674200,1644133365329674241,"Does @mehdirhasan believe the information in this Twitter Files thread — which detailed the bureaucratic structure setup between FBI, DHS and Twitter for mass-forwarding moderation requests of people on both right and left — wasn’t newsworthy? This wasn’t of public interest? https://t.co/RP7forrmem",FALSE,275,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1603858433043751e3,1603858433043750940,,808,4484,FALSE,FALSE,FALSE,en,,"Does @mehdirhasan believe the information in this Twitter Files thread — which detailed the bureaucratic structure setup between FBI, DHS and Twitter for mass-forwarding moderation requests of people on both right and left — wasn’t newsworthy? This wasn’t of public interest? https://t.co/RP7forrmem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-07T00:11:54Z,1644130846440317e3,1644130846440316929,"How can @mehdirhasan demand I comment on something I haven’t covered, e.g. Modi, when he repeatedly refused to address errors his network affirmatively did make but were exposed by TF reports (e.g. Hamilton 68)? That doesn’t need addressing before accusing others of a cop-out?",FALSE,277,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,1143,8200,FALSE,FALSE,NA,en,,"How can @mehdirhasan demand I comment on something I haven’t covered, e.g. Modi, when he repeatedly refused to address errors his network affirmatively did make but were exposed by TF reports (e.g. Hamilton 68)? That doesn’t need addressing before accusing others of a cop-out?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-07T00:01:28Z,1.6441282177358561e+18,1644128217735856128,"I posted it ten seconds into the interview, once he went the “What happened to you, man?” routine. https://t.co/SxwOWbSQWn",FALSE,98,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1644117280823943200,1644117280823943168,,208,2042,FALSE,FALSE,FALSE,en,,"I posted it ten seconds into the interview, once he went the “What happened to you, man?” routine. https://t.co/SxwOWbSQWn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-06T23:11:44Z,1644115703023149e3,1644115703023149058,"Re MSNBC. Now unlocked…
https://t.co/YyzVwZdSwS",FALSE,47,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,1196,6474,FALSE,FALSE,FALSE,en,,"Re MSNBC. Now unlocked…
https://t.co/YyzVwZdSwS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-06T21:25:57Z,1644089080496418800,1644089080496418817,"Part of the job is facing critics and making corrections when appropriate. This is how we arrive at truth in a free press system.

I went on @mehdirhasan today to defend the #TwitterFiles precisely because MSNBC hasn't engaged in this process across years of Russiagate reports.",FALSE,278,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,2050,14944,FALSE,FALSE,NA,en,,"Part of the job is facing critics and making corrections when appropriate. This is how we arrive at truth in a free press system.

I went on @mehdirhasan today to defend the #TwitterFiles precisely because MSNBC hasn't engaged in this process across years of Russiagate reports.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-06T21:16:31Z,1644086708252684300,1644086708252684288,"Restoring report that, per the Election Integrity Partnership's own report, their work resulted in flagging of 22 million tweets. 

They're playing games with terms like ""unique original URL,"" where more than 1000 tweets can be ""collpased"" into one ""incident"":
@mehdirhasan https://t.co/YSC13oSXUA",FALSE,273,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,2427,9812,FALSE,FALSE,FALSE,en,,"Restoring report that, per the Election Integrity Partnership's own report, their work resulted in flagging of 22 million tweets. 

They're playing games with terms like ""unique original URL,"" where more than 1000 tweets can be ""collpased"" into one ""incident"":
@mehdirhasan https://t.co/YSC13oSXUA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-06T19:58:45Z,1644067137441484800,1644067137441484815,"Here's an MSNBC host talking about how they always correct errors, over an erroneous chyron - about Russian bots being behind the #ReleaseTheMemo hashtag:
https://t.co/WAbOTwPkii",FALSE,178,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1625892335501312e3,1625892335501312002,,1660,7625,FALSE,FALSE,FALSE,en,,"Here's an MSNBC host talking about how they always correct errors, over an erroneous chyron - about Russian bots being behind the #ReleaseTheMemo hashtag:
https://t.co/WAbOTwPkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-06T19:18:06Z,1644056908968480800,1644056908968480777,"The last time I was on MSNBC before today' with @mehdirhasan was just before the inauguration of @realDonaldTrump, when I made the mistake of saying, ""We don't have any hard evidence"" that there was a conspiracy with Russia."" I was never invited back: https://t.co/Nn0lerWdln",FALSE,275,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,1682,9685,FALSE,FALSE,FALSE,en,,"The last time I was on MSNBC before today' with @mehdirhasan was just before the inauguration of @realDonaldTrump, when I made the mistake of saying, ""We don't have any hard evidence"" that there was a conspiracy with Russia."" I was never invited back: https://t.co/Nn0lerWdln",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-06T19:02:21Z,1644052945380561e3,1644052945380560906,"Again, Just had a very contentious interview with
@MehdiRHasan, who made me aware of three errors in the #TwitterFiles, which as a responsible journalist - unlike MSNBC, which has not corrected years of huge mistakes - I am now retracting/correcting:  https://t.co/0I5kY7w2FS",FALSE,275,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1644049681255895e3,1644049681255895040,,935,5515,FALSE,FALSE,FALSE,en,,"Again, Just had a very contentious interview with
@MehdiRHasan, who made me aware of three errors in the #TwitterFiles, which as a responsible journalist - unlike MSNBC, which has not corrected years of huge mistakes - I am now retracting/correcting:  https://t.co/0I5kY7w2FS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-06T18:08:00Z,1644039267939655700,1644039267939655681,"MSNBC Sucks:
https://t.co/YyzVwZdSwS",FALSE,36,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,2628,16631,FALSE,FALSE,FALSE,en,,"MSNBC Sucks:
https://t.co/YyzVwZdSwS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-04T16:54:05Z,1643295889404878800,1643295889404878854,"Listen to This Article: Interview with @Jacob__Siegel about his mammoth article on the his mammoth article in Tablet, ""A Guide to Understanding the Hoax of the Century: Thirteen Ways of Looking at Disinformation"": 
https://t.co/Sdz0NkaKlX

https://t.co/9vcbGbt3Us",FALSE,263,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,472,1701,FALSE,FALSE,FALSE,en,,"Listen to This Article: Interview with @Jacob__Siegel about his mammoth article on the his mammoth article in Tablet, ""A Guide to Understanding the Hoax of the Century: Thirteen Ways of Looking at Disinformation"": 
https://t.co/Sdz0NkaKlX

https://t.co/9vcbGbt3Us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-03T02:28:06Z,1642715569311867e3,1642715569311866881,Muted for “read the room” https://t.co/uOPZB8xvtY,FALSE,25,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1642713668503707600,1642713668503707648,,342,5958,FALSE,FALSE,FALSE,en,,Muted for “read the room” https://t.co/uOPZB8xvtY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-02T21:49:27Z,1642645442721718300,1642645442721718274,"During the last 8 years I published a book called “Insane Clown President” and multiple cover features on Trump. But, “in passing,” sure. https://t.co/1JYb1j8pdV",FALSE,137,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1642644564874764300,1642644564874764288,,712,7682,FALSE,FALSE,FALSE,en,,"During the last 8 years I published a book called “Insane Clown President” and multiple cover features on Trump. But, “in passing,” sure. https://t.co/1JYb1j8pdV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-02T21:45:48Z,1642644525238632400,1642644525238632450,The people paying me at the time endorsed Hillary Clinton. They would have been thrilled if I’d criticized Comey’s take on her. What are you talking about? https://t.co/eEAndxqxiW,FALSE,155,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1642641547131854800,1642641547131854851,,438,3984,FALSE,FALSE,FALSE,en,,The people paying me at the time endorsed Hillary Clinton. They would have been thrilled if I’d criticized Comey’s take on her. What are you talking about? https://t.co/eEAndxqxiW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-02T18:33:41Z,1642596179530719200,1642596179530719233,This is Troll Pulitzer-worthy: https://t.co/QE7fg6lDZn,FALSE,30,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1642591835129249800,1642591835129249796,,271,3126,FALSE,FALSE,FALSE,en,,This is Troll Pulitzer-worthy: https://t.co/QE7fg6lDZn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-02T18:16:03Z,1642591739486584800,1642591739486584832,"The “pro-democracy Institute for Statecraft”? The one that described Jeremy Corbyn a “useful idiot” who “helped the Kremlin cause, as surely as if he had been secretly peddling Westminster tittle-tattle for money”? That “pro-democracy” group? https://t.co/7mxZS1Ba42 https://t.co/sAgZ0F7mbl",FALSE,266,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1642589576626593800,1642589576626593793,,424,2995,FALSE,FALSE,FALSE,en,,"The “pro-democracy Institute for Statecraft”? The one that described Jeremy Corbyn a “useful idiot” who “helped the Kremlin cause, as surely as if he had been secretly peddling Westminster tittle-tattle for money”? That “pro-democracy” group? https://t.co/7mxZS1Ba42 https://t.co/sAgZ0F7mbl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-02T16:01:28Z,1642557869777100800,1642557869777100811,“Koprmat”? https://t.co/9pT1i7mOlw,FALSE,10,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1642557142132555800,1642557142132555776,,70,744,FALSE,FALSE,FALSE,in,,“Koprmat”? https://t.co/9pT1i7mOlw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-02T15:47:13Z,1642554287023595500,1642554287023595527,"Let’s make a deal: I’ll tell you what I think about this, when you tell your readers about your role with the Integrity Initiative and the Institute for Statecraft. https://t.co/RzBtap3CSx",FALSE,164,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1642286143398879200,1642286143398879232,,3629,21145,FALSE,FALSE,FALSE,en,,"Let’s make a deal: I’ll tell you what I think about this, when you tell your readers about your role with the Integrity Initiative and the Institute for Statecraft. https://t.co/RzBtap3CSx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-02T15:30:23Z,1642550050633941e3,1642550050633940995,"I didn’t write about it at the time, but I’ve been very critical of Comey’s decision, especially after he outed it as “pulling a J. Edgar Hoover” in his book: https://t.co/OBK08oeIMh https://t.co/JbkuaKPx0d",FALSE,182,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1642548193446568e3,1642548193446567937,,406,3001,FALSE,FALSE,FALSE,en,,"I didn’t write about it at the time, but I’ve been very critical of Comey’s decision, especially after he outed it as “pulling a J. Edgar Hoover” in his book: https://t.co/OBK08oeIMh https://t.co/JbkuaKPx0d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-02T15:20:53Z,1642547658437828600,1642547658437828611,"I covered other cases where government claimed it can simulate due process internally on national security matters, saying many questions even involving Americans are “nonjusticiable.” I know it happens, but I think these crazy post-9/11 arguments are 5th Amendment violations. https://t.co/B9LAXp5E3U",FALSE,277,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1642540518407012400,1642540518407012355,,318,1971,FALSE,FALSE,FALSE,en,,"I covered other cases where government claimed it can simulate due process internally on national security matters, saying many questions even involving Americans are “nonjusticiable.” I know it happens, but I think these crazy post-9/11 arguments are 5th Amendment violations. https://t.co/B9LAXp5E3U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-02T13:45:30Z,1642523652515147800,1642523652515147777,"It wasn’t up to Mueller to pronounce someone innocent of obstruction. In fact that’s specifically not a prosecutor’s job. Either indict and convict, or the person is legally innocent, period. To infer anything else is improper. https://t.co/zyYHtTA0tf",FALSE,227,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1642220819278610400,1642220819278610432,,2190,12809,FALSE,FALSE,FALSE,en,,"It wasn’t up to Mueller to pronounce someone innocent of obstruction. In fact that’s specifically not a prosecutor’s job. Either indict and convict, or the person is legally innocent, period. To infer anything else is improper. https://t.co/zyYHtTA0tf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-02T12:49:21Z,1642509523871998e3,1642509523871997955,"Team America, Speech Police https://t.co/gGNHwLCdyR",FALSE,51,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,478,2576,FALSE,FALSE,FALSE,pl,,"Team America, Speech Police https://t.co/gGNHwLCdyR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-02T12:48:34Z,1642509328434311200,1642509328434311168,The RESTRICT Act is a terrifying bill. Watershed moment for speech https://t.co/gGNHwLCdyR,FALSE,90,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,5676,17167,FALSE,FALSE,FALSE,en,,The RESTRICT Act is a terrifying bill. Watershed moment for speech https://t.co/gGNHwLCdyR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-01T01:30:13Z,1641976226872000500,1641976226872000516,"Impressively, Kirschner gets through that whole column lauding the New York indictment without alluding to the alleged crime. https://t.co/bk877vP5A2",FALSE,125,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1641974305100820500,1641974305100820480,,352,2603,FALSE,FALSE,FALSE,en,,"Impressively, Kirschner gets through that whole column lauding the New York indictment without alluding to the alleged crime. https://t.co/bk877vP5A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-01T01:24:10Z,1641974702754132e3,1641974702754131969,“Less dumber”? https://t.co/UcjdvIGRJl,FALSE,14,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1641974496415608800,1641974496415608833,,447,6806,FALSE,FALSE,FALSE,en,,“Less dumber”? https://t.co/UcjdvIGRJl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-01T00:35:46Z,1641962523841777700,1641962523841777664,"Episode 32: ""America This Week,"" with @WalterKirn and @mtaibbi 
Walter and Matt wonder if they willed the RESTRICT Act into being, and discuss Trump's internet conviction, laud Twain, and puzzle over Europe Envy
https://t.co/iqPLJYK19G",FALSE,235,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,370,1838,FALSE,FALSE,FALSE,en,,"Episode 32: ""America This Week,"" with @WalterKirn and @mtaibbi 
Walter and Matt wonder if they willed the RESTRICT Act into being, and discuss Trump's internet conviction, laud Twain, and puzzle over Europe Envy
https://t.co/iqPLJYK19G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-01T00:21:14Z,1641958865267826700,1641958865267826688,"And he was wrong and an asshole to do it. His DOJ was also wrong when it pushed another transparently political prosecution, of Julian Assange. That doesn’t make doing this smart or right. https://t.co/MZHyTUE4O8",FALSE,188,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1641955627776835600,1641955627776835584,,502,5244,FALSE,FALSE,FALSE,en,,"And he was wrong and an asshole to do it. His DOJ was also wrong when it pushed another transparently political prosecution, of Julian Assange. That doesn’t make doing this smart or right. https://t.co/MZHyTUE4O8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-31T23:17:54Z,1641942928934203400,1641942928934203395,Maybe because they didn’t give out Pulitzer Prizes for the stories you’re talking about? https://t.co/ZCWAEn2KEF,FALSE,88,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1641937835434360800,1641937835434360832,,257,2399,FALSE,FALSE,FALSE,en,,Maybe because they didn’t give out Pulitzer Prizes for the stories you’re talking about? https://t.co/ZCWAEn2KEF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
