status_id,tweet_id,created_at,screen_name,text,is_retweet
1290283352486903810,1,2020-08-03T13:48:18Z,KamiWinell,Woke up to James Hetfield trending and I'm pretty sure I had a heart attack in the pit of my stomach. https://t.co/Rc2pjFGIVJ,FALSE
1290283345113481218,2,2020-08-03T13:48:16Z,abcdez_nutz,Happy birthday to my hero James Hetfield from @Metallica. And to my mom! :) #Metallica,FALSE
1290283229597954048,3,2020-08-03T13:47:48Z,rangerfandan,"Just had a very severe panic attack when I saw ""James Hetfield"" trending.  Turns out it is just his birthday. Happy Birthday to the Metallica front man! https://t.co/8OKvW227wD",FALSE
1290283223503605768,4,2020-08-03T13:47:47Z,Metalchic73,"Happy Birthday to James Hetfield @Metallica Born: August 3, 1963, Honored to share a birthday with you hope you have a great day 🎉💀🤘🎉💀🤘🎉💀🤘🎉💀🤘 https://t.co/2l3dkJqPFP",FALSE
1290283155866284033,5,2020-08-03T13:47:31Z,SadHillDoc,Happy Birthday James Hetfield! https://t.co/t9oNFhgNhV,FALSE
1290283038337728517,6,2020-08-03T13:47:03Z,ReedPhillipsRad,Happy Birthday to @Metallica's  James Hetfield!!! 🤘🤘 https://t.co/NWiVmLXl6w,FALSE
1290283007165652993,7,2020-08-03T13:46:55Z,ninny0410,"Metallica - One (Video) https://t.co/2oNCWg3e2N via @YouTube 
Happy 57th Birthday James Hetfield (vocals, rhythm guitar, co-songwriter)!",FALSE
1290282994045870080,8,2020-08-03T13:46:52Z,ToddKeneley,Happy 57th B-Day to James Hetfield of @Metallica...Yeah yeah!!! https://t.co/Iam6iKeOx6,FALSE
1290282886617165826,9,2020-08-03T13:46:27Z,ntlookbcknanger,Happy Birthday James Hetfield @Metallica 🤘,FALSE
1290282854522294272,10,2020-08-03T13:46:19Z,IndigoMusicCom,"We are celebrating the 57th birthday of @JamesHetfeild, the legend from the band, @Metallica. On this occasion, let's get to know him a little better.

#JamesHetfield #happybirthday #Metallica 

https://t.co/rS6hC0VMih",FALSE
1290282689015230470,11,2020-08-03T13:45:40Z,metalupyourcast,"A true metal legend and a constant source of hope and inspiration for so many of us. Happy Birthday, James Hetfield! 🤘🏻🤘🏻 https://t.co/avSI9BOvAV",FALSE
1290278232965566464,12,2020-08-03T13:27:57Z,metalupyourcast,Happy birthday to Mr. Jimmy James Hetfield Jr. Sr. Esquire! https://t.co/VjVgcGXJsw,FALSE
1290282608140513280,13,2020-08-03T13:45:20Z,KillToParty,I have a little beat of anxiety every year today when I see James Hetfield trending. It's going to be hard when we start losing the heroes we grew up with- much more so than any prior generation.,FALSE
